m2id,big5_item_n,big5_item_e,big5_item_o,big5_item_c,big5_item_a,big5_scale_neuroticism,big5_scale_extraversion,big5_scale_openness,big5_scale_conscientiousness,big5_scale_agreeableness
14242,2,1.625,1.55049,1.25,4.4,3.8,3.2,1.5,3.75,3.14285714285714
14243,0.7857142857142857,1.75,1.358711818181818,1.5,5.230769230769231,3.6,3.4,1.25,3.5,3.28571428571427
14244,1.4,1.5555555555555556,9.888132500000001,2.25,4.6923076923076925,4,3.6,2.5,2.75,3
14245,1,1,1.601335,2,4.153846153846154,3.8,4,2.5,3,3
14246,1.2857142857142858,2.2222222222222223,3.0779408333333333,1.75,4.384615384615385,4,3.2,2.75,3.25,2.71428571428573
14247,,,,,,,,,,
14248,1,2.25,2.6049475,1.25,3.923076923076923,2.8,2.8,3.5,3.75,2.42857142857141
14249,1.8666666666666667,2.25,1.0121258333333334,1.75,4.538461538461538,3.4,2.8,4,3.25,3.85714285714286
14253,1.7142857142857142,1.8571428571428572,1.7877854545454546,1.25,4.461538461538462,3,3,2.25,3.75,3
14254,1.6428571428571428,2.6666666666666665,1.82254,2.25,4.153846153846154,2.4,2.4,2.75,2.75,2.57142857142859
14255,1.5714285714285714,1.5,1.135154,2.25,4.461538461538462,3.8,3.6,2.25,2.75,3.57142857142859
14256,1.2857142857142858,2.25,1.506053,1.5,4.538461538461538,3.8,2.2,1.25,3.5,3.14285714285714
14257,1.2857142857142858,1.25,2.2915425,1.25,4.615384615384615,3.2,3.8,1.75,3.75,3.28571428571427
14258,1.3571428571428572,2.25,2.385247272727273,2.25,4.769230769230769,2.6,2.4,2,2.75,2
14260,0.7142857142857143,1.5,2.0551554545454547,2,5.153846153846154,3.6,3.4,2.5,3,3
14261,0.8666666666666667,2.4444444444444446,1.184957,1.25,4.6923076923076925,3.8,3,2.75,3.75,3.57142857142859
14263,1.7142857142857142,2.5,1.649986,2,4,2.6,2.8,2.25,3,3.28571428571427
14264,0.6428571428571429,2.5555555555555554,2.289225,1.75,4.615384615384615,2.2,2.4,3,3.25,3.14285714285714
14265,0.6666666666666666,1.875,2.612848181818182,1.5,5,3.8,3.6,2.25,3.5,2.42857142857141
14266,1.2666666666666666,2.4444444444444446,2.3559645454545453,2.75,4.3076923076923075,3.2,2.6,3.75,2.25,2
14268,0.9285714285714286,1.5555555555555556,1.3466363636363636,1.25,4.923076923076923,3.6,3.8,3,3.75,3.42857142857141
14269,0.9285714285714286,1.5,1.458431818181818,1,5.076923076923077,3.4,3.6,2.75,4,3.57142857142859
14270,1.0714285714285714,2.2222222222222223,1.456879090909091,2.75,3.6153846153846154,3.8,3.2,2.5,2.25,3.14285714285714
14271,0.7142857142857143,1.5,1.8097258333333333,1.75,5.153846153846154,4,3.6,1.75,3.25,3
14276,,,,,,,,,,
14277,,,,,,,,,,
14278,1.4615384615384615,1.375,2.105872727272727,1,4.538461538461538,4,3.6,1.25,4,2.14285714285714
14280,1.3571428571428572,2,2.5441454545454545,2.25,3.769230769230769,2.6,2.6,2.5,2.75,2.85714285714286
14281,-0.06666666666666667,2.2222222222222223,2.045850909090909,1.25,5,3.6,2.8,2.75,3.75,2.28571428571427
14283,1.5,1.6666666666666667,1.130615,1.25,4.769230769230769,3.8,3.6,1.75,3.75,3.57142857142859
14284,1,2.5555555555555554,1.3491641666666667,1,4.461538461538462,3.8,3,2,4,3.14285714285714
14285,0.2857142857142857,1.25,1.3455716666666666,1.75,4.230769230769231,3.8,3.8,2,3.25,3
14286,0.8,1.75,2.1008933333333335,1,4,3.4,3,2.75,4,2.71428571428573
14287,0.7692307692307693,2,5.371409166666667,1.5,4.384615384615385,3.2,3.2,1.75,3.5,3.28571428571427
14288,,,,,,,,,,
14289,0.5714285714285714,1.6666666666666667,3.439328181818182,2.25,5.230769230769231,3.2,3.2,2.25,2.75,3.42857142857141
14290,,,,,,,,,,
14291,1.5714285714285714,1.75,9.427778181818182,1.25,4,3.8,3.6,1.25,3.75,3.71428571428573
14292,1.3571428571428572,1.875,11.052084166666667,1.75,4.230769230769231,3.8,3.2,2.25,3.25,3.71428571428573
14294,1.2142857142857142,1.25,1.8298033333333334,1.75,4.538461538461538,3.8,3.8,1.5,3.25,3
14295,1.3571428571428572,2.3333333333333335,2.5972558333333335,2.25,5.153846153846154,3.6,3,2.5,2.75,2.42857142857141
14297,1.1428571428571428,1.5555555555555556,2.1724054545454545,2.25,4.538461538461538,3.4,3.8,2.75,2.75,3
14298,,,,,,,,,,
14299,1.3571428571428572,1.2222222222222223,1.617311,1.25,5,3.2,4,1.25,3.75,3.42857142857141
14300,1.2,2.111111111111111,4.971175833333334,1.75,4.153846153846154,3.8,3,4,3.25,2.42857142857141
14301,0.8,1.3333333333333333,1.5949481818181819,2.25,5.076923076923077,4,3.6,2.5,2.75,3.14285714285714
14302,,,,,,,,,,
14304,1.2857142857142858,2.5,1.8773508333333333,1.25,4.461538461538462,2.6,2.6,3.25,3.75,2.42857142857141
14305,0.5333333333333333,1.8888888888888888,6.868999,1.25,4.3076923076923075,4,3.2,2.5,3.75,2.14285714285714
14306,1.3571428571428572,2.75,2.9769763636363638,2.5,4.846153846153846,3.2,1.8,2,2.5,2.71428571428573
14307,,,,,,,,,,
14308,0.14285714285714285,2,2.26421,1.25,5.461538461538462,4,3,3.5,3.75,3.28571428571427
14311,1.3571428571428572,1.875,1.669725,1.25,4.461538461538462,3,3.2,2,3.75,3
14312,,,,,,,,,,
14313,0.7857142857142857,1.6666666666666667,1.022747,1.5,5.076923076923077,3.2,3.6,2,3.5,3.71428571428573
14314,1.0833333333333333,1,1.280119,1.75,5.363636363636363,4,4,1,3.25,3.85714285714286
14315,0.4,1.6666666666666667,1.1959936363636363,1.25,5,4,4,2.5,3.75,3.28571428571427
14317,2.0714285714285716,1.4444444444444444,0.8931,1.75,5.384615384615385,4,4,1.75,3.25,4
14318,0.8666666666666667,1.75,1.192909090909091,1.5,4.3076923076923075,2.8,3.4,4,3.5,3.28571428571427
14319,0.7857142857142857,1,1.1991390909090909,1.5,4.615384615384615,3.4,4,1.25,3.5,3.28571428571427
14320,0.7857142857142857,1.7777777777777777,1.1477016666666666,1.25,5.538461538461538,3.8,3.6,2.5,3.75,4
14321,1.6,1.625,1.9649145454545456,2.25,3.769230769230769,3.2,3,1.75,2.75,3.14285714285714
14322,1.5,2.111111111111111,2.557281111111111,1.5,5.3076923076923075,3,2.8,2.25,3.5,2.28571428571427
14323,0.8461538461538461,2,1.7284936363636363,1.5,4.615384615384615,3,2.8,1.66666666666667,3.5,3
14324,1.3571428571428572,1.25,1.6279227272727272,2,5.230769230769231,2.8,3.8,2.5,3,3.28571428571427
14325,2.142857142857143,2.375,1.9786618181818183,3,2.923076923076923,3,3,2.25,2,3
14326,0.5714285714285714,2.5555555555555554,1.2625790909090908,1.5,4.769230769230769,3.8,2,2.75,3.5,3.57142857142859
14327,1.2666666666666666,1.5,2.3650163636363635,1.75,4.384615384615385,3,3.8,2,3.25,2.85714285714286
14328,1.7333333333333334,2.25,2.918739,1.25,4.461538461538462,3,2.4,2.25,3.75,2.28571428571427
14331,1.4,1.75,3.925069166666667,2.25,4.461538461538462,3.8,3.2,3.5,2.75,3.85714285714286
14332,0.9285714285714286,2.375,2.3738366666666666,1,4.846153846153846,2.4,2.6,1.75,4,2.42857142857141
14334,,,,,,,,,,
14337,1.1333333333333333,1.625,1.4327,1.75,4.538461538461538,4,3.2,2.5,3.25,3.57142857142859
14338,,,,,,,,,,
14339,1.6428571428571428,2.4444444444444446,2.019729090909091,2,4.3076923076923075,2,2.6,3,3,2.28571428571427
14341,0.5333333333333333,1.875,5.021702,1.25,4.230769230769231,4,3,3,3.75,2.28571428571427
14342,,,,,,,,,,
14343,0.7333333333333333,2.4444444444444446,2.6931425,2.25,4.6923076923076925,2.8,2.8,3,2.75,2.28571428571427
14344,0.7142857142857143,1.375,1.353501,1.25,5.076923076923077,3.6,3.8,3,3.75,3.57142857142859
14345,1.2857142857142858,1.2857142857142858,2.1664063636363635,2,4.75,3.8,3.5,3.5,3,2.57142857142859
14347,1.1428571428571428,2.375,3.739807,2,4.461538461538462,2.8,2.2,1.75,3,2.57142857142859
14349,1.3571428571428572,1,0.9588,1,4.923076923076923,4,4,2,4,3.71428571428573
14351,1.2142857142857142,2.2222222222222223,1.0749483333333334,1.75,5,3.4,3.2,2,3.25,3.57142857142859
14352,1.2857142857142858,1.7777777777777777,2.3146572727272727,1,4.230769230769231,4,3.8,2.75,4,2.28571428571427
14354,,,,,,,,,,
14355,0.5333333333333333,2,1.9290572727272728,1.25,5.230769230769231,3.8,3,1.75,3.75,3.14285714285714
14357,1.2857142857142858,1.8888888888888888,1.652234,1,4.923076923076923,3.6,3,2.5,4,3
14358,1.1428571428571428,1.7777777777777777,1.8563018181818183,2,4.6923076923076925,4,3,1.75,3,2.85714285714286
14359,1.3571428571428572,1.8888888888888888,0.9959275,1.25,4.615384615384615,3.8,3.6,2,3.75,3.71428571428573
14360,0.6428571428571429,1.875,1.74788,2.25,5,2.4,3,2.75,2.75,2.85714285714286
14363,1,1.75,2.316113,2.25,4.538461538461538,3,3,2,2.75,2.71428571428573
14364,1.2,2.25,2.276984,1.25,3.6923076923076925,3.2,2.4,3,3.75,1.83333333333333
14365,,,,,,,,,,
14366,1.5714285714285714,1.375,9.457040833333334,1.75,4.538461538461538,3.6,3.6,1.5,3.25,3.28571428571427
14367,1,2,1.452,1.5,5,3.2,3.2,2.5,3.5,3.28571428571427
14368,1.3571428571428572,2.3333333333333335,1.2980472727272727,1.5,3.769230769230769,3.6,2.8,2,3.5,3.42857142857141
14369,1,2.7777777777777777,1.65588,1.75,3.8461538461538463,3,2.4,2,3.25,2.71428571428573
14371,0.9285714285714286,2,2.896950909090909,2,4.846153846153846,3,2.8,2,3,2.85714285714286
14373,1.2666666666666666,2.5,3.133830909090909,3,4.384615384615385,2.2,2.2,2.25,2,2.28571428571427
14374,1.4,2,2.6690181818181817,2,4,3,3,2.75,3,3.57142857142859
14375,2.6666666666666665,1.875,2.065102,1.5,4.1,2.4,2.8,2.75,3.5,3
14376,0.4666666666666667,1.875,1.802267,1.75,5,3.2,3.4,2.5,3.25,2.85714285714286
14378,1.4285714285714286,1.5,2.484865,1.25,4.230769230769231,3.6,3.8,3.5,3.75,2.71428571428573
14381,1.4,2.4444444444444446,2.2650609090909093,2.5,3.4615384615384617,3.4,2.2,3,2.5,3.28571428571427
14383,0.7857142857142857,1.75,1.6039525,1.75,4.538461538461538,3.2,3.8,1.75,3.25,3.71428571428573
14384,1.9285714285714286,2,2.029945,2.5,5,2.6,3,2.25,2.5,2.57142857142859
14385,0.4,,,,5.5,,,,,
14387,0.2,2.2222222222222223,1.422409,1.25,5.384615384615385,3.6,3.4,2.25,3.75,3.14285714285714
14388,1.6428571428571428,1.875,1.6570172727272727,1.75,4.615384615384615,3.4,3.2,1.5,3.25,3.71428571428573
14390,0.7857142857142857,1.25,1.2266336363636363,2,3.6923076923076925,3.6,4,2.75,3,3.28571428571427
14392,1.0714285714285714,1.5,1.6256558333333333,1.5,4.615384615384615,3.6,3.2,2,3.5,3.14285714285714
14393,1.0714285714285714,1.375,1.88468,1.5,3.6923076923076925,1.8,3.8,2.75,3.5,3.28571428571427
14395,,,,,,,,,,
14396,0.8571428571428571,1.7777777777777777,2.004832,1.25,4.923076923076923,4,3.8,1.75,3.75,2.42857142857141
14397,0.9333333333333333,1.5,8.232090833333332,2,5,4,3.6,2.75,3,3.28571428571427
14399,,,,,,,,,,
14400,1.7142857142857142,1.5555555555555556,1.4042675,1.25,4.538461538461538,4,3.4,3,3.75,3.42857142857141
14401,1,2.125,1.879660909090909,2,5.384615384615385,3.4,2.8,1.25,3,3.28571428571427
14403,2.142857142857143,1.25,1.618338181818182,1.75,3.5384615384615383,3.2,3.8,2.75,3.25,3.28571428571427
14404,0.7857142857142857,1.5555555555555556,10.263039090909091,1,5,3.8,4,1.5,4,4
14405,1.2857142857142858,1.75,2.595319090909091,2,3.769230769230769,2.4,3.4,2.5,3,3.42857142857141
14406,1.2142857142857142,1.1111111111111112,1.3115691666666667,1.25,4.769230769230769,4,4,2.75,3.75,3.71428571428573
14407,1.4166666666666667,2.375,3.382654545454545,1.75,4.846153846153846,2.8,2.6,1.25,3.25,3
14409,1.3333333333333333,2.4444444444444446,2.0587045454545456,2,4.615384615384615,3,2.4,2.5,3,2.14285714285714
14411,,,,,,,,,,
14412,1.3571428571428572,1.5,1.4531125,1.75,5,3.6,3.4,1,3.25,2.71428571428573
14413,0.8,2,1.859215,1.5,5.076923076923077,4,2.8,3.75,3.5,2.57142857142859
14414,0.7142857142857143,2,2.951286,1,4.615384615384615,3,2.8,2.25,4,3.42857142857141
14415,1.2666666666666666,1,2.1490454545454547,1,4,3.6,4,2.25,4,3.57142857142859
14420,1,2.2222222222222223,1.7799744444444445,1,3.8461538461538463,3.4,2.8,2.33333333333333,4,2.66666666666667
14421,0.6666666666666666,1.3333333333333333,1.305962,2,4.538461538461538,4,3.8,3,3,3.42857142857141
14424,,,,,,,,,,
14426,1.8,2.111111111111111,2.693421,1,5,3.6,2.8,1.75,4,2.57142857142859
14427,0.7333333333333333,1.75,2.08171,2,4.153846153846154,2.8,3.2,4,3,3.16666666666667
14429,1.2142857142857142,1.2222222222222223,1.04392,1.75,4.615384615384615,4,4,2.25,3.25,3.85714285714286
14430,1.2142857142857142,1.875,2.4485116666666666,1.75,5.153846153846154,3.2,3,1.75,3.25,3.14285714285714
14432,,,,,,,,,,
14434,1.2,1.2222222222222223,4.566893333333333,1.25,5,3.6,4,1.75,3.75,3.71428571428573
14437,1.2857142857142858,1.5555555555555556,1.8054175,1,4.846153846153846,4,3.8,1.25,4,3.28571428571427
14438,0.8461538461538461,1.8571428571428572,1.5856658333333333,1.5,4.230769230769231,2.8,3.25,2,3.5,2.71428571428573
14440,,,,,,,,,,
14441,1.5,1.25,1.5681972727272728,1.25,4.538461538461538,3.8,3.8,2.25,3.75,3.14285714285714
14443,0.7857142857142857,2.25,2.4550609090909092,1,5.083333333333333,2.6,2.6,2,4,2.28571428571427
14444,1.1428571428571428,1.25,1.6664183333333333,1.75,4.153846153846154,3.2,3.6,1.75,3.25,3
14446,,,,,,,,,,
14447,0.9285714285714286,1.25,6.874094545454546,1.75,4.846153846153846,4,3.8,2,3.25,4
14448,0.35714285714285715,1.125,1.134145,1.5,5.846153846153846,4,4,3,3.5,4
14449,1.4666666666666666,1.5,1.3860045454545455,1.5,4.076923076923077,3.4,3.4,2,3.5,3
14452,0.9333333333333333,2.125,1.4957175,2.25,4.846153846153846,3.8,2.6,2.5,2.75,2.71428571428573
14454,0.8,1.125,2.1795210000000003,1.25,4.076923076923077,4,4,2,3.75,3.85714285714286
14455,1.0714285714285714,1.5555555555555556,1.3554708333333334,1.5,4.076923076923077,4,3.8,2.75,3.5,3.28571428571427
14457,2.4285714285714284,2.3333333333333335,1.635889,1.5,4.923076923076923,3.2,2.8,1.5,3.5,3
14458,2.2666666666666666,2.125,5.556055,3.25,4.923076923076923,4,3,4,1.75,1.14285714285714
14459,0.6428571428571429,2.2222222222222223,1.309995,2,4.769230769230769,4,3,2.25,3,3.28571428571427
14460,1.4285714285714286,1.875,1.930993,1.5,5.384615384615385,3.4,3.4,2.25,3.5,3
14461,2.090909090909091,2,4.427852000000001,2,4.615384615384615,4,3,3,3,3.71428571428573
14462,0.7333333333333333,1.4444444444444444,1.2947663636363635,1.5,4,4,3.4,3,3.5,3.5
14463,0.6666666666666666,1.5,1.277641818181818,2,4.461538461538462,3.4,3.8,3.5,3,3.14285714285714
14465,0.5333333333333333,1.1111111111111112,1.2139472727272727,1.25,5.3076923076923075,4,4,2.5,3.75,3.71428571428573
14466,2.142857142857143,2.7777777777777777,2.964759,1.5,3.923076923076923,3.8,2.6,1.75,3.5,2
14467,1.7142857142857142,1.8888888888888888,0.9351841666666667,1.5,3.923076923076923,3.8,3.6,1.75,3.5,3.57142857142859
14468,1.0666666666666667,1.6666666666666667,1.3913470000000001,1.25,4.846153846153846,4,3.8,2,3.75,3.71428571428573
14469,1.4666666666666666,2.111111111111111,2.4867833333333333,2,5.3076923076923075,3.2,2.8,2.25,3,1.57142857142859
14470,1.2857142857142858,1.875,1.7332318181818183,1.25,4.230769230769231,2.2,2.8,1.5,3.75,2.71428571428573
14471,0.4,2.111111111111111,1.8172625,2,5.461538461538462,4,2.4,3.75,3,2.71428571428573
14472,2.5,1,1.218137,1.75,,4,4,2.66666666666667,3.25,3.16666666666667
14473,1.2142857142857142,1.5,1.5398858333333334,1,4.923076923076923,3.6,3.6,1.25,4,2.85714285714286
14474,1.4666666666666666,1.875,1.9188172727272728,1.5,4.461538461538462,4,3,3.5,3.5,2.71428571428573
14476,1.3571428571428572,2.7777777777777777,2.5846922222222224,1.5,3.8461538461538463,3.4,2.2,2.75,3.5,2.28571428571427
14477,0.7857142857142857,1.5555555555555556,0.8899566666666666,1,5.3076923076923075,3.6,3.6,1.5,4,4
14478,0.8666666666666667,2.5555555555555554,1.3435608333333333,1.75,4.384615384615385,3.4,2.6,3,3.25,3
14479,1.1333333333333333,1.875,1.8818055555555555,1.5,5,3.6,3.6,2.25,3.5,3
14480,1,1.25,0.90779,1.5,4.923076923076923,3.6,3.6,2.75,3.5,3.85714285714286
14481,0.5333333333333333,2.111111111111111,1.9381766666666667,2.25,4.923076923076923,3.4,2.4,3,2.75,2.14285714285714
14482,1.0714285714285714,2.4444444444444446,1.8126436363636365,2.25,5.615384615384615,3,2.6,1.75,2.75,2.57142857142859
14484,2.2142857142857144,2.375,2.07846,1.5,3.5384615384615383,2.6,2.2,2,3.5,2.71428571428573
14485,1.2857142857142858,1.25,1.8743045454545455,1.75,4.461538461538462,3.6,3.8,1.75,3.25,3
14486,0.6666666666666666,1.25,9.784776363636364,2,3.769230769230769,3.6,4,3,3,3.28571428571427
14490,1,2,1.893769,2.25,5.076923076923077,3,3,1.5,2.75,3
14492,1.4285714285714286,1.25,1.2404554545454545,1,4.153846153846154,3.8,3.6,1,4,4
14493,0.7142857142857143,1.4444444444444444,1.900351,1.25,4.923076923076923,4,3.6,1.75,3.75,2.57142857142859
14494,1.2142857142857142,1.375,1.2938266666666667,1.75,4.615384615384615,4,3.6,1.75,3.25,3.28571428571427
14495,0.7142857142857143,1.75,1.5538127272727273,1.5,5.230769230769231,4,3.4,2.25,3.5,3.14285714285714
14496,1.2142857142857142,1,0.9055333333333333,1,4.923076923076923,4,4,1,4,4
14497,0.6666666666666666,2.4444444444444446,1.165859090909091,2,4.230769230769231,3.8,2.6,3.75,3,4
14498,0.9285714285714286,2.2222222222222223,2.643067,1.5,4.3076923076923075,3,2.8,2.5,3.5,2
14500,0.7142857142857143,1.6666666666666667,1.7782309090909092,1.25,5.076923076923077,3.6,3.2,2,3.75,2.57142857142859
14501,0.6428571428571429,1.375,2.26849,1.25,4.230769230769231,3.6,3.8,2.5,3.75,3.85714285714286
14502,1.4285714285714286,1.875,1.7601763636363637,1,4.923076923076923,3.6,3,1.25,4,3.14285714285714
14503,1.7142857142857142,1.375,1.8571972727272728,2,4,4,3.6,1.75,3,3
14504,1,2,2.8889125,1,4.923076923076923,3.4,2.8,2.25,4,3
14506,0.9333333333333333,1.2222222222222223,1.2605058333333334,1.25,4.461538461538462,4,3.8,2,3.75,3
14507,1.2857142857142858,1.5555555555555556,6.709383636363636,1.5,4.846153846153846,3.8,3.4,2.25,3.5,3.71428571428573
14509,1.6428571428571428,1.6666666666666667,1.1724683333333332,1.25,5.384615384615385,3.4,3.8,2.25,3.75,3.28571428571427
14510,1.1428571428571428,2.125,2.1981827272727275,1.25,5,2.6,2.6,1.75,3.75,2.42857142857141
14511,0.4666666666666667,1.1111111111111112,1.054145,1.75,5.076923076923077,3.8,3.8,2.25,3.25,3.71428571428573
14512,0.7333333333333333,1.1111111111111112,2.0129958333333335,1,3.769230769230769,4,4,3,4,3.71428571428573
14513,1.3333333333333333,1.8888888888888888,1.5652418181818182,1.25,4.384615384615385,3.4,3.4,2.75,3.75,3
14514,1.8,2,2.965829,1.25,4.3076923076923075,3.6,3.4,2.75,3.75,3
14516,0.4666666666666667,2.125,2.1855391666666666,1.25,5,3.4,3,2.5,3.75,2.85714285714286
14517,1.0714285714285714,1.875,1.725208181818182,1.25,4.384615384615385,3.6,3.4,2,3.75,2.85714285714286
14518,0.9285714285714286,2.25,1.5754481818181818,2,4.6923076923076925,3.2,2.8,2.75,3,2.85714285714286
14519,1,1.3333333333333333,1.709384,1.6666666666666667,4.25,3.25,3.66666666666667,4,3.33333333333333,2.83333333333333
14520,,,,,,,,,,
14521,0.7333333333333333,1.4444444444444444,2.1710591666666668,1.25,5,3.8,3.6,2,3.75,3.28571428571427
14522,1.2857142857142858,1.7777777777777777,1.4616672727272728,2,4.538461538461538,3.8,3.4,2.5,3,2.85714285714286
14523,1.3571428571428572,1.4444444444444444,1.7039166666666667,1,5.153846153846154,4,4,1.5,4,4
14525,,,,,,,,,,
14526,0.6923076923076923,2,9.111642727272727,1.3333333333333333,4.923076923076923,3.4,3.2,2.33333333333333,3.66666666666667,3
14527,0.9333333333333333,1.75,2.5728927272727273,1.5,3.769230769230769,3,3,2.25,3.5,3.57142857142859
14528,0.7333333333333333,1.6666666666666667,2.085170909090909,1.5,4.615384615384615,3.2,3.2,3.25,3.5,2.71428571428573
14532,0.7857142857142857,1.75,10.0053325,1.75,5,4,3.2,2.25,3.25,3.14285714285714
14533,0.7857142857142857,2.4444444444444446,2.0320425,2.5,5.076923076923077,3,3,2.25,2.5,2
14534,0.7142857142857143,1.75,1.228455,1.5,4.846153846153846,4,3.6,1,3.5,3.57142857142859
14535,0.42857142857142855,1.6666666666666667,1.7929563636363637,1,4.769230769230769,4,3.6,2.5,4,3
14537,0.8571428571428571,1.375,6.284656,1.25,4.769230769230769,4,4,3.25,3.75,3.66666666666667
14543,0.6666666666666666,2.6666666666666665,2.8069872727272727,1.25,4.846153846153846,3.2,2.2,3,3.75,2.28571428571427
14544,1.4285714285714286,2,1.7868,1.25,4.846153846153846,3.8,2.8,3.25,3.75,3.28571428571427
14545,1.3333333333333333,1.6666666666666667,1.698803,1.25,4.6923076923076925,4,3.4,1.75,3.75,3.5
14546,-0.06666666666666667,1.8888888888888888,1.72779,1.25,5.076923076923077,3.4,3,2.5,3.75,2.71428571428573
14547,1.2142857142857142,1.8571428571428572,1.5331344444444444,1.5,4.153846153846154,3.4,3,1.75,3.5,3.71428571428573
14548,0.6153846153846154,2,2.299002727272727,2,5.153846153846154,3.4,3.2,3.25,3,1.71428571428573
14549,1.2142857142857142,2,1.5885333333333334,2.25,3.6153846153846154,3,2.8,2.25,2.75,2.85714285714286
14550,1.0714285714285714,1.875,9.864395,1,5.3076923076923075,4,3.4,2,4,3
14551,1.6666666666666667,2.875,1.920681,2.5,3.230769230769231,2.2,2,4,2.5,2.71428571428573
14552,1.6428571428571428,1.125,9.818915454545454,1.5,3.8461538461538463,3.4,3.8,2.25,3.5,3.71428571428573
14553,1.1333333333333333,2.375,1.4810966666666667,1.75,3.769230769230769,3.2,2.8,2.5,3.25,3.28571428571427
14554,1.4285714285714286,1.5,1.763460909090909,1.75,4.3076923076923075,3.4,3.2,2,3.25,3
14556,1.0714285714285714,1.5555555555555556,1.41697,1.5,5,3.2,3.4,2,3.5,3
14557,1.6,1.5555555555555556,1.7613154545454546,1.5,5.538461538461538,4,3.4,3.25,3.5,2.57142857142859
14558,1.2142857142857142,1.7777777777777777,1.659642,1,5.076923076923077,3.6,3.4,2.25,4,3.85714285714286
14560,1.0666666666666667,2.2222222222222223,2.1578558333333335,1.25,4.384615384615385,3.4,2.8,2.5,3.75,2.71428571428573
14561,0.9285714285714286,1.75,1.3018191666666667,1.5,4.6923076923076925,3.4,3.2,2,3.5,3.14285714285714
14562,1.6428571428571428,2.125,1.1885218181818182,1.25,4,3,3,2.75,3.75,3.42857142857141
14564,0.7857142857142857,1.5,1.519555,1.5,4.538461538461538,3.4,3.4,1.75,3.5,3.71428571428573
14565,0.625,,,,,,,,,
14567,0.7142857142857143,2.25,1.3238618181818183,1.25,5.153846153846154,3.6,2.4,1.75,3.75,3.42857142857141
14568,0.7142857142857143,2.125,2.052947272727273,2.25,4.538461538461538,3,3.2,1.75,2.75,3.42857142857141
14569,1.5,2.4444444444444446,2.573513636363636,1.75,4.3076923076923075,3.2,2.6,2.5,3.25,2.57142857142859
14574,1,2.75,1.8290981818181817,1.25,5,3.8,2.2,3,3.75,2.42857142857141
14576,0.7142857142857143,1.625,1.586473,2.25,4.230769230769231,3,3.4,2.25,2.75,3.16666666666667
14577,0.8571428571428571,2.6666666666666665,3.073446,2,4.769230769230769,3.8,2.2,3.25,3,1.85714285714286
14580,1.0714285714285714,2.3333333333333335,1.441300909090909,2,4.769230769230769,3,2.8,2.25,3,3.57142857142859
14581,1.4,1.7777777777777777,2.2087658333333335,1.25,4.6923076923076925,3.2,3.2,3,3.75,2.71428571428573
14583,1.5384615384615385,1.8888888888888888,1.052448888888889,1.25,4.230769230769231,3.6,3.2,1.5,3.75,3.85714285714286
14585,0.7142857142857143,1.5555555555555556,1.029907,1,5.076923076923077,4,4,1.75,4,4
14586,1.5714285714285714,1.4444444444444444,2.1243,1.75,5.153846153846154,4,3.8,1.5,3.25,2.28571428571427
14587,0.6428571428571429,1.8888888888888888,2.125,2.25,5.076923076923077,3,3,2.75,2.75,3
14588,0.9285714285714286,1.4285714285714286,2.3482945454545456,1,3.6923076923076925,3.2,3.4,1.5,4,2.71428571428573
14589,0.5,1.5,1.5760508333333334,1.5,5.384615384615385,4,3.4,2,3.5,3
14590,1.1428571428571428,2.25,2.2726127272727275,2.25,4.384615384615385,2.6,2.6,1.75,2.75,2.71428571428573
14591,1.2142857142857142,1.5555555555555556,10.160064545454546,1.75,4.076923076923077,3.6,3.4,2.25,3.25,2.71428571428573
14592,0.6428571428571429,2.4444444444444446,9.059337272727273,1,4,3.2,3,1.75,4,3.85714285714286
14593,0.8,1.2222222222222223,1.4484175,1.5,4.769230769230769,4,4,1.75,3.5,3.14285714285714
14594,0.6428571428571429,1.4444444444444444,1.3737645454545455,1.25,5.153846153846154,4,4,2.25,3.75,3.28571428571427
14596,0.42857142857142855,2.6666666666666665,2.3842063636363635,1.5,4.461538461538462,3.2,2.6,3.25,3.5,1.85714285714286
14598,0.7857142857142857,1.4444444444444444,0.8202509090909091,1.25,5.615384615384615,4,3.8,2.5,3.75,4
14599,1.5,2.7777777777777777,2.2252727272727273,1.5,5,3.8,2.2,3,3.5,2
14600,1.3571428571428572,1.375,1.75563,1.25,5.153846153846154,3.4,3.4,2,3.75,3.42857142857141
14601,1.1428571428571428,1.6666666666666667,1.70199,1.75,4.3076923076923075,3.8,3.6,1.75,3.25,3.14285714285714
14603,0.8666666666666667,2,2.1311166666666668,2,4.3076923076923075,3.2,3,3.25,3,2.42857142857141
14605,1.2142857142857142,1.4444444444444444,1.5294290909090908,1,4.461538461538462,4,3.8,2.25,4,3.28571428571427
14606,-0.9166666666666666,1.25,2.8985322222222223,2.5,5.076923076923077,3,4,3.33333333333333,2.5,1.42857142857141
14607,1.0666666666666667,1.875,1.5016,1.5,4.384615384615385,3.2,3.2,2,3.5,3.14285714285714
14608,1.1333333333333333,1.625,1.7219727272727272,1.75,4.25,3,3.2,3.25,3.25,3.14285714285714
14609,1.4285714285714286,2.5555555555555554,9.428565454545454,2,4.846153846153846,3.4,2.4,2,3,2.71428571428573
14610,,,,,,,,,,
14613,0.6,1.75,1.9491363636363637,2,4.538461538461538,4,3.4,3.5,3,2.85714285714286
14614,1.4285714285714286,1,2.2247408333333336,1.75,5,4,4,1,3.25,3.71428571428573
