var_name_raw,var_name_clean,var_label
A1SA9M,a1sa9m,Foot trouble persistent ever (12 months)
A1SA9N,a1sa9n,Varicose veins ever (12 months)
A1SA9O,a1sa9o,AIDS/HIV ever (12 months)
A1SA9P,a1sa9p,Lupus/autoimmune disorder ever (12 months)
A1SA9Q,a1sa9q,Gum/mouth trouble persistent ever (12 months)
A1SA9R,a1sa9r,Teeth trouble persistent ever (12 months)
A1SA9S,a1sa9s,High blood pressure/hypertension ever (12 months)
A1SA9T,a1sa9t,Anxiety/depression ever (12 months)
A1SA9U,a1sa9u,Alcohol/drug problem ever (12 months)
A1SA9V,a1sa9v,Migraine headaches ever (12 months)
A1SA9W,a1sa9w,Chronic sleep problems ever (12 months)
A1SA9X,a1sa9x,Diabetes/high blood sugar ever (12 months)
A1SA9Y,a1sa9y,Neurological disorder ever (12 months)
A1SA9Z,a1sa9z,Stroke ever (12 months)
A1SA9AA,a1sa9aa,Ulcer ever (12 months)
A1SA9BB,a1sa9bb,Hernia ever (12 months)
A1SA9CC,a1sa9cc,Piles/hemorrhoids ever (12 months)
A1SCHRON,a1schron,Number of Chronic Conditions (12 months)
A1SCHROX,a1schrox,Having Any Chronic Conditions (12 months)
A1SA10A,a1sa10a,RX hypertension ever (30 days)
A1SA10B,a1sa10b,RX diabetes ever (30 days)
A1SA10C,a1sa10c,RX cholesterol ever (30 days)
A1SA10D,a1sa10d,RX heart condition ever (30 days)
A1SA10E,a1sa10e,RX lung problems ever (30 days)
A1SA10F,a1sa10f,RX ulcer ever (30 days)
A1SA10G,a1sa10g,RX arthritis ever (30 days)
A1SA10H,a1sa10h,RX hormone therapy ever (30 days)
A1SA10I,a1sa10i,RX birth control ever (30 days)
A1SA10J,a1sa10j,RX headaches ever (30 days)
A1SA10K,a1sa10k,RX anxiety/depression ever (30 days)
A1SRXMED,a1srxmed,Total Numbers of RX medicine taking (30 days)
A1SRXMEX,a1srxmex,Took any RX medicine (30 days)
A1SA11A,a1sa11a,Takes multi-vitamins regularly
A1SA11B,a1sa11b,Takes vitamin C regularly
A1SA11C,a1sa11c,Takes iron regularly
A1SA11D,a1sa11d,Takes calcium regularly
A1SA11E,a1sa11e,Takes other supplement regularly
A1SVITAM,a1svitam,Takes Any Supplements Regularly
A1SA12A,a1sa12a,Headaches frequency (30 days)
A1SA12B,a1sa12b,Backaches frequency (30 days)
A1SA12C,a1sa12c,Sweat frequency (30 days)
A1SA12D,a1sa12d,Irritability frequency (30 days)
A1SA12E,a1sa12e,Hot flushes/flashes frequency (30 days)
A1SA12F,a1sa12f,Aches/joint stiffness frequency (30 days)
A1SA12G,a1sa12g,Falling/staying sleep frequency (30 days)
A1SA12H,a1sa12h,Leaking urine frequency (30 days)
A1SA12I,a1sa12i,Intercourse pain/discomfort frequency (30 days)
A1SSYMPT,a1ssympt,Symptoms of headaches etc
A1SA13A,a1sa13a,Felt so sad nothing could cheer frequency (30 days)
A1SA13B,a1sa13b,Felt nervous frequency (30 days)
A1SA13C,a1sa13c,Felt restless frequency (30 days)
A1SA13D,a1sa13d,Felt hopeless frequency (30 days)
A1SA13E,a1sa13e,Felt everything was effort frequency (30 days)
A1SA13F,a1sa13f,Felt worthless frequency (30 days)
A1SNEGAF,a1snegaf,Negative Affect
A1SA14,a1sa14,More or less than usual negative feelings (30 days)
A1SA15A,a1sa15a,Felt cheerful frequency (30 days)
A1SA15B,a1sa15b,Felt good spirits frequency (30 days)
A1SA15C,a1sa15c,Felt extremely happy frequency (30 days)
A1SA15D,a1sa15d,Felt calm and peaceful frequency (30 days)
A1SA15E,a1sa15e,Felt satisfied frequency (30 days)
A1SA15F,a1sa15f,Felt full of life frequency (30 days)
A1SPOSAF,a1sposaf,Positive Affect
A1SA16,a1sa16,More or less than usual positive feelings (30 days)
A1SA17A,a1sa17a,Health limits lifting/carrying groceries
A1SA17B,a1sa17b,Health limits bathing/dressing self
A1SA17C,a1sa17c,Health limits climb several flight stair
A1SA17D,a1sa17d,Health limits bending/kneeling/stooping
A1SA17E,a1sa17e,Health limits walking more than one mile
A1SA17F,a1sa17f,Health limits walking several blocks
A1SA17G,a1sa17g,Health limits walking one block
A1SA17H,a1sa17h,Health limits vigorous activity
A1SA17I,a1sa17i,Health limits moderate activity
A1SBADL,a1sbadl,Basic Activity of Daily Living (2-item version)
A1SIADL,a1siadl,Instrumental Activity of Daily Living
A1SA18,a1sa18,Summer vigorous activity
A1SA19,a1sa19,Winter vigorous activity
A1SVIGOR,a1svigor,Times/month vigorous activity
A1SA20,a1sa20,Summer moderate activity
A1SA21,a1sa21,Winter moderate activity
A1SMODER,a1smoder,Times/month moderate activity
A1SA22A,a1sa22a,Short breath hurry ground/walk slight hill
A1SA22B,a1sa22b,Short breath walk with peer level ground
A1SA22C,a1sa22c,Short breath walk own pace level ground
A1SA22D,a1sa22d,Short breath washing/dressing
A1SDYSPN,a1sdyspn,Progressive Levels of Dyspnea
A1SA23,a1sa23,Waist around navel (inches)
A1SA24,a1sa24,Hips at widest point (inches)
A1SWSTHI,a1swsthi,Waist-to-Hip Ratio
A1SA25,a1sa25,Height (inches)
A1SA26,a1sa26,"Perception of weight (over, under, etc)"
A1SA27,a1sa27,Weight current (pounds)
A1SBMI,a1sbmi,Body Mass Index
A1SA28,a1sa28,Weight 1 year ago (pounds)
A1SA29,a1sa29,Weight when 21 years old
A1SA30A,a1sa30a,Lose 10 pounds because of health problem
A1SA30B,a1sa30b,Lose 10 pounds by diet or exercise
A1SA30C,a1sa30c,Lose 10 pounds by other reason
A1SA31,a1sa31,Number of times lost 10 pounds or more (10 years)
A1SA32,a1sa32,Anesthesia ever
A1SA32A,a1sa32a,Anesthesia most recent year
A1SA33,a1sa33,Number of times hospitalized overnight (12 months)
A1SA33A,a1sa33a,Total number of nights in hospital (12 months)
A1SA34,a1sa34,Place for medical care
A1SA35,a1sa35,One doctor seen for medical care
A1SA36A,a1sa36a,Number of times physical routine exam (12 months)
A1SA36B,a1sa36b,Number of times dental routine exam (12 months)
A1SA36C,a1sa36c,Number of times urgent care (12 months)
A1SA36D,a1sa36d,Number of times scheduled treatment/surgery (12 months)
A1SUSEMD,a1susemd,Number of times Seeing Medical Doctor (12 months)
A1SA37A,a1sa37a,Number of times psychiatrist for mental health (12 months)
A1SA37B,a1sa37b,Number of times general doctor for mental health (12 months)
A1SA37C,a1sa37c,Number of times counselor for mental health (12 months)
A1SA37D,a1sa37d,Number of times religious for mental health (12 months)
A1SUSEMH,a1susemh,Number of times Saw Mental Health Professional (12 months)
A1SA38A,a1sa38a,Ever attended substance problems group
A1SA38AY,a1sa38ay,First age substance problems group
A1SA38AZ,a1sa38az,Number of times substance problems group
A1SA38B,a1sa38b,Ever attended emotional problems group
A1SA38BY,a1sa38by,First age attended emotional problems group
A1SA38BZ,a1sa38bz,Number of times attended emotional problems group
A1SA38C,a1sa38c,Ever attended eating problems group
A1SA38CY,a1sa38cy,First age eating problems group
A1SA38CZ,a1sa38cz,Number of times eating problems group
A1SA38D,a1sa38d,Ever attended loss of loved one group
A1SA38DY,a1sa38dy,First age attended loss of loved one group
A1SA38DZ,a1sa38dz,Number of times attended loss of loved one group
A1SA38E,a1sa38e,Ever attended life transitions group
A1SA38EY,a1sa38ey,First age attended life transitions group
A1SA38EZ,a1sa38ez,Number of times attended life transitions group
A1SA38F,a1sa38f,Ever attended survivors group
A1SA38FY,a1sa38fy,First age attended survivors group
A1SA38FZ,a1sa38fz,Number of times attended survivors group
A1SA38G,a1sa38g,Ever attended physical disabilities group
A1SA38GY,a1sa38gy,First age attended physical disabilities group
A1SA38GZ,a1sa38gz,Number of times attended physical disabilities group
A1SA38H,a1sa38h,Ever attended parent support group
A1SA38HY,a1sa38hy,First age attended parent support group
A1SA38HZ,a1sa38hz,Number of times attended parent support group
A1SA38I,a1sa38i,Ever attended family with illness group
A1SA38IY,a1sa38iy,First age attended family with illness group
A1SA38IZ,a1sa38iz,Number of times attended family with illness group
A1SA38J,a1sa38j,Ever attended family with emotional/substance group
A1SA38JY,a1sa38jy,First age attended family with emotional/substance group
A1SA38JZ,a1sa38jz,Number of times attended family with emotional/substance group
A1SA38K,a1sa38k,Ever attended other self-help/support group
A1SA38KY,a1sa38ky,First age attend other self-help/support group
A1SA38KZ,a1sa38kz,Number of times attend other self-help/support group
A1SA39A,a1sa39a,Acupuncture frequency (12 months)
A1SA39B,a1sa39b,Biofeedback frequency (12 months)
A1SA39C,a1sa39c,Chiropractor frequency (12 months)
A1SA39D,a1sa39d,Energy healing frequency (12 months)
A1SA39E,a1sa39e,Exercise/movement therapy frequency (12 months)
A1SA39F,a1sa39f,Herbal therapy frequency (12 months)
A1SA39G,a1sa39g,High dose mega-vitamins frequency (12 months)
A1SA39H,a1sa39h,Homeopathy frequency (12 months)
A1SA39I,a1sa39i,Hypnosis frequency (12 months)
A1SA39J,a1sa39j,Imagery techniques frequency (12 months)
A1SA39K,a1sa39k,Massage therapy frequency (12 months)
A1SA39L,a1sa39l,Prayer/other spiritual frequency (12 months)
A1SA39M,a1sa39m,Relaxation/mediation frequency (12 months)
A1SA39N,a1sa39n,Special diet frequency (12 months)
A1SA39O,a1sa39o,Spiritual healing by others frequency (12 months)
A1SA39P,a1sa39p,Other non-traditional therapy frequency (12 months)
A1SALTER,a1salter,Used alternative medical treatment
A1SA40A,a1sa40a,Used sedatives on own ever (12 months)
A1SA40B,a1sa40b,Used tranquilizers on own ever (12 months)
A1SA40C,a1sa40c,Used stimulants on own ever (12 months)
A1SA40D,a1sa40d,Used painkillers on own ever (12 months)
A1SA40E,a1sa40e,Used depress medications on own ever (12 months)
A1SA40F,a1sa40f,Used inhalants on own ever (12 months)
A1SA40G,a1sa40g,Used marijuana/hashish on own ever (12 months)
A1SA40H,a1sa40h,Used cocaine/crack on own ever (12 months)
A1SA40I,a1sa40i,Used LSD/other hallucinogens on own ever (12 months)
A1SA40J,a1sa40j,Used heroin on own ever (12 months)
A1SA41,a1sa41,Number of times substance more than intended (12 months)
A1SA42,a1sa42,Number of times substance effects at work/etc (12 months)
A1SA43A,a1sa43a,Substance increased chance of hurt (12 months)
A1SA43B,a1sa43b,Emotional problems from substance (12 months)
A1SA43C,a1sa43c,Strong desire for substance (12 months)
A1SA43D,a1sa43d,A month or more a lot time using substance (12 months)
A1SA43E,a1sa43e,Needed more substance to get effect (12 months)
A1SA44A,a1sa44a,Got hurt from drinking (12 months)
A1SA44B,a1sa44b,Emotional problems from drinking (12 months)
A1SA44C,a1sa44c,Desire/urge from drinking (12 months)
A1SA44D,a1sa44d,A month or more much time drinking (12 months)
A1SA44E,a1sa44e,Had drink more to get effects (12 months)
A1SA45,a1sa45,Number of times alcohol more than intended (12 months)
A1SA46,a1sa46,Number of times alcohol effects at work/etc (12 months)
A1SB1,a1sb1,Age 1st menstrual period
A1SB2,a1sb2,Menstrual discomfort before
A1SB3,a1sb3,Menstrual discomfort during
A1SB4,a1sb4,Relief or regret menstrual periods stop
A1SB5A,a1sb5a,Pain relievers for menopausal symptoms
A1SB5B,a1sb5b,Sleeping pills for menopausal symptoms
A1SB5C,a1sb5c,Cream/jellies for menopausal symptoms
A1SB6,a1sb6,Hormone replacement
A1SB6A,a1sb6a,Age started hormone replacement
A1SB6B,a1sb6b,Still taking hormone replacement
A1SB6C,a1sb6c,Age stopped hormone replacement
A1SB7A1,a1sb7a1,Operation hysterectomy
A1SB7A2,a1sb7a2,Age had hysterectomy
A1SB7B1,a1sb7b1,Operation removal uterus and 1 ovary
A1SB7B2,a1sb7b2,Age had removal uterus and 1 ovary
A1SB7C1,a1sb7c1,Operation removal uterus and 2 ovaries
A1SB7C2,a1sb7c2,Age had removal uterus and 2 ovaries
A1SB7D1,a1sb7d1,Operation removal one ovary
A1SB7D2,a1sb7d2,Age had removal one ovary
A1SB7E1,a1sb7e1,Operation removal both ovaries
A1SB7E2,a1sb7e2,Age had removal both ovaries
A1SB7F1,a1sb7f1,Operation tubal ligation
A1SB7F2,a1sb7f2,Age had tubal ligation
A1SB8A,a1sb8a,Worry about infertility as get older
A1SB8B,a1sb8b,Worry about less attractive as get older
A1SB8C,a1sb8c,Worry about illness as get older
A1SB9,a1sb9,Menstrual period stopped
A1SB9A,a1sb9a,Age of last menstrual period
A1SB10,a1sb10,Had menstrual period last 3 months (regular)
A1SB10A,a1sb10a,Number of days between periods less predict now
A1SB10B,a1sb10b,"Menstrual flow lighter, heavier, same"
A1SB10C,a1sb10c,Why no period
A1SC1A,a1sc1a,Respondent - Insurer directly provides health insurance
A1SC1B,a1sc1b,Respondent - Employer provides health insurance
A1SC1C,a1sc1c,Respondent - Spouse/partner's employer provides health insurance
A1SC1D,a1sc1d,Respondent - Union provides health insurance
A1SC1E,a1sc1e,Respondent - Spouse/partner's union provides health insurance
A1SC1F,a1sc1f,Respondent - Medicare provides health insurance
A1SC1G,a1sc1g,Respondent - Medicaid/other provide health insurance
A1SC1H,a1sc1h,Respondent - Military provides health insurance
A1SC2,a1sc2,Respondent - Mental health visits covered by health insurance
A1SC3A,a1sc3a,Employer health insurance available
A1SC3B,a1sc3b,Spouse/partner's employer health insurance available
A1SC3C,a1sc3c,Union health insurance available
A1SC3D,a1sc3d,Spouse/partner's union health insurance available
A1SC4A,a1sc4a,Medicare health insurance available
A1SC4B,a1sc4b,Medicaid health insurance available
A1SC4C,a1sc4c,Military health insurance available
A1SC5A,a1sc5a,Spouse/partner - Insurer directly provides health insurance
A1SC5B,a1sc5b,Spouse/partner - Respondent's employer provides health insurance
A1SC5C,a1sc5c,Spouse/partner - Spouse/partner's own employer provides health insurance
A1SC5D,a1sc5d,Spouse/partner - Respondent's union provides health insurance
A1SC5E,a1sc5e,Spouse/partner - Spouse/partner's own union provides health insurance
A1SC5F,a1sc5f,Spouse/partner - Medicare provides health insurance
A1SC5G,a1sc5g,Spouse/partner - Medicaid/other provides health insurance
A1SC5H,a1sc5h,Spouse/partner - Military provides health insurance
A1SC6,a1sc6,Spouse/partner - Mental health visits covered by health insurance
A1SD1,a1sd1,Mothers past health
A1SD2,a1sd2,Biological mother still alive
A1SD2A,a1sd2a,Age of biological mother
A1SD2B,a1sd2b,Rate physical health of biological mother
A1SD2C,a1sd2c,Death of biological mother (year)
A1SD2D,a1sd2d,Mother's age at time of death
A1SD3,a1sd3,Fathers past health
A1SD4,a1sd4,Biological father still alive
A1SD4A,a1sd4a,Age of biological father
A1SD4B,a1sd4b,Rate physical health of biological father
A1SD4C,a1sd4c,Death of biological father (year)
A1SD4D,a1sd4d,Father's age at time of death
A1SE2,a1se2,Born in US
A1SE3,a1se3,Mother born in US
A1SE4,a1se4,Father born in US
A1SE5,a1se5,Language spoken
A1SE6,a1se6,Religion importance
A1SE7,a1se7,Area where raised
A1SE8,a1se8,Number of times moved to new neighborhood
A1SE9,a1se9,Financial level growing up
A1SE10,a1se10,Parents financial level when they were age you are now
A1SE11,a1se11,Chores growing up
A1SE12,a1se12,Rules on how to spend time
A1SE13,a1se13,Mother - Relationship with
A1SE14A,a1se14a,Mother - Understand problems
A1SE14B,a1se14b,Mother - Confide in her
A1SE14C,a1se14c,Mother - Love and affection
A1SE14D,a1se14d,Mother - Time and attention
A1SE14E,a1se14e,Mother - Upbringing
A1SE14F,a1se14f,Mother - Strictness
A1SE14G,a1se14g,Mother - Consistent rules
A1SE14H,a1se14h,Mother - Punishment
A1SE14I,a1se14i,Mother - Stop from doing things
A1SE14J,a1se14j,Mother - Do best
A1SE14K,a1se14k,Mother - Teach about life
A1SE14L,a1se14l,Mother - Generosity
A1SE14M,a1se14m,Mother - Sociable and friendly
A1SEMA,a1sema,Maternal affection
A1SEMD,a1semd,Maternal discipline
A1SMMOD,a1smmod,Maternal Model of Generosity
A1SE15,a1se15,Father - Relationship with
A1SE16A,a1se16a,Father - Understand problems
A1SE16B,a1se16b,Father - Confide in father
A1SE16C,a1se16c,Father - Love and affection
A1SE16D,a1se16d,Father - Time and attention
A1SE16E,a1se16e,Father - Upbringing
A1SE16F,a1se16f,Father - Strictness
A1SE16G,a1se16g,Father - Consistent rules
A1SE16H,a1se16h,Father - Punishment
A1SE16I,a1se16i,Father - Stop from doing things
A1SE16J,a1se16j,Father - Do best
A1SE16K,a1se16k,Father - Teach about life
A1SE16L,a1se16l,Father - Generosity
A1SE16M,a1se16m,Father - Sociable and friendly
A1SEFA,a1sefa,Paternal affection
A1SEFD,a1sefd,Paternal discipline
A1SEFMOD,a1sefmod,Paternal Model of Generosity
A1SEMAPA,a1semapa,Parental Affection
A1SE17A,a1se17a,Emotional abuse - mother
A1SE17B,a1se17b,Emotional abuse - father
A1SE17C,a1se17c,Emotional abuse - brothers
A1SE17D,a1se17d,Emotional abuse - sisters
A1SE17E,a1se17e,Emotional abuse - anyone else
A1SE17F,a1se17f,Physical abuse - mother
A1SE17G,a1se17g,Physical abuse - father
A1SE17H,a1se17h,Physical abuse - brother
A1SE17I,a1se17i,Physical abuse - sister
A1SE17J,a1se17j,Physical abuse - anyone else
A1SE17K,a1se17k,Severe physical abuse - mother
A1SE17L,a1se17l,Severe physical abuse - father
A1SE17M,a1se17m,Severe physical abuse - brother
A1SE17N,a1se17n,Severe physical abuse - sister
A1SE17O,a1se17o,Severe physical abuse - Anyone else
A1SE18A,a1se18a,Number of older brothers
A1SE18B,a1se18b,Number of younger brothers
A1SE18C,a1se18c,Number of brothers same age
A1SE19A,a1se19a,Number of older sisters
A1SE19B,a1se19b,Number of younger sisters
A1SE19C,a1se19c,Number of sisters same age
A1SF1A,a1sf1a,Life most aspects of my personality
A1SF1B,a1sf1b,Pleased with how life turned out
A1SF1C,a1sf1c,"Some wander aimlessly, but not me"
A1SF1D,a1sf1d,Demands of everyday life often get me down
A1SF1E,a1sf1e,Disappointed about achievements in life
A1SF1F,a1sf1f,Maintaining close relationships difficult
A1SF1G,a1sf1g,"Live life day by day, don't think about future"
A1SF1H,a1sf1h,In charge of situation in which I live
A1SF1I,a1sf1i,Good managing daily responsibilities
A1SF1J,a1sf1j,Done all there is to do in life
A1SF1K,a1sf1k,Life process of learning/changing/growth
A1SF1L,a1sf1l,Experience challenge how think important
A1SF1M,a1sf1m,Others describe me as giving/share time
A1SF1N,a1sf1n,Gave up try making improvements long ago
A1SF1O,a1sf1o,Influenced by people with strong opinions
A1SF1P,a1sf1p,No experience warm and trusting relationships
A1SF1Q,a1sf1q,Confidence in my opinions even if contrary
A1SF1R,a1sf1r,Judge self by what I think is important
A1SF1S,a1sf1s,Little can do to change important things
A1SF1T,a1sf1t,Helpless dealing with problems of life
A1SF1U,a1sf1u,Do just about anything I set my mind to
A1SF1V,a1sf1v,Others determine what I can and cannot do
A1SF1W,a1sf1w,What happens in life is beyond my control
A1SF1X,a1sf1x,"When really want something, find way"
A1SF1Y,a1sf1y,Many things interfere with what I want do
A1SF1Z,a1sf1z,Whether I get what want is in own hands
A1SF1AA,a1sf1aa,Little control over things happen to me
A1SF1BB,a1sf1bb,Really no way I can solve problems I have
A1SF1CC,a1sf1cc,Feel pushed around in life
A1SF1DD,a1sf1dd,Happens to me in future depends on me
A1SCTRL,a1sctrl,Sense of Control (Mastery + Constraints)
A1SPWBA,a1spwba,Autonomy (Psychological Well-Being 3-item)
A1SPWBE,a1spwbe,Environmental Mastery (Psychological Well-Being 3-item)
A1SPWBG,a1spwbg,Personal Growth (Psychological Well-Being 3-item)
A1SPWBR,a1spwbr,Positive Relations with Others (Psychological Well-Being 3-item)
A1SPWBU,a1spwbu,Purpose in Life (Psychological Well-Being 3-item)
A1SPWBS,a1spwbs,Self-Acceptance (Psychological Well-Being 3-item)
A1SCONST,a1sconst,Perceived constraints
A1SMASTE,a1smaste,Personal mastery
A1SF2A,a1sf2a,Women can have full and happy lives without marrying
A1SF2B,a1sf2b,Employed mothers can have just as good a relationship with children
A1SF2C,a1sf2c,Children need to be raised in a family with both parents
A1SF2D,a1sf2d,Men should share equally with their wives
A1SF2E,a1sf2e,Men can have full and happy lives without marrying
A1SF2F,a1sf2f,Women can have full and happy lives without any children
A1SF2G,a1sf2g,Men can have full and happy lives without any children
A1SF2H,a1sf2h,Partner who puts in the fewest hours at work should do most household chores
A1SF2I,a1sf2i,Partner who earns the least money should do most household chores
A1SF2J,a1sf2j,Single parents can rear children just as well as married adults
A1SF2K,a1sf2k,Men should share equally with their wives in taking care of children
A1SMAR,a1smar,Can Be Happy without Marry
A1SFAM,a1sfam,Can Be Happy without Marry or Children
A1SF3A,a1sf3a,Where there's a will there's a way
A1SF3B,a1sf3b,Do what can to change for better
A1SF3C,a1sf3c,"If expectation not being met, lower them"
A1SF3D,a1sf3d,"To avoid disappointments, don't set goals too high"
A1SF3E,a1sf3e,Learn meaningful from difficult situation
A1SF3F,a1sf3f,Relieved when let go of responsibilities
A1SF3G,a1sf3g,"Even when feel too much, get it all done"
A1SF3H,a1sf3h,Find different way of looking at things
A1SF3I,a1sf3i,Remind myself I can't do everything
A1SF3J,a1sf3j,"When problems, don't give up until solve them"
A1SF3K,a1sf3k,Rarely give up even when get tough
A1SF3L,a1sf3l,"Can't get want, assume goals unrealistic"
A1SF3M,a1sf3m,"When go wrong, usually find bright side"
A1SF3N,a1sf3n,Find positive even in worst situations
A1SF3O,a1sf3o,Like to make plans for future
A1SF3P,a1sf3p,Know what I want out of life
A1SF3Q,a1sf3q,I live one day at a time
A1SF3R,a1sf3r,Head off bad thing before happen
A1SF3S,a1sf3s,Can sense opportunities
A1SF3T,a1sf3t,Helpful to set goals for near future
A1SF3U,a1sf3u,Too many things today to worry about tomorrow
A1SF3V,a1sf3v,Past helps me figure out what do present
A1SF3W,a1sf3w,No use in thinking about past because nothing can be done
A1SF3X,a1sf3x,"Bad happens, think how could prevented"
A1SF3Y,a1sf3y,Too busy to think yesterday
A1SF3Z,a1sf3z,Good predicting my future
A1SF3AA,a1sf3aa,Good at figuring how things turn out
A1SF3BB,a1sf3bb,No sense in planning too far ahead
A1SF3CC,a1sf3cc,Make sense of what happened
A1SF3DD,a1sf3dd,Insights into way things turn out
A1SF3EE,a1sf3ee,Don't like ask others for help unless have to
A1SF3FF,a1sf3ff,Deal with own problems myself
A1SF3GG,a1sf3gg,Asking others comes naturally for me
A1SF3HH,a1sf3hh,Not let other know when things bad
A1SF3II,a1sf3ii,Like advice before making decision
A1SF3JJ,a1sf3jj,Feel better if talk when upset
A1SF3KK,a1sf3kk,Prefer to make decisions on own
A1SPERSI,a1spersi,Persist in Goal Striving (Primary Control)
A1SCHANG,a1schang,Lower Aspirations (Secondary Control)
A1SREAPP,a1sreapp,Positive Reappraisal (Secondary Control)
A1SDIREC,a1sdirec,Self Directedness and Planning
A1STODAY,a1stoday,Live for today
A1SFORSG,a1sforsg,Foresight and anticipation
A1SINSGH,a1sinsgh,Insight into past
A1SSUFFI,a1ssuffi,Self-sufficiency
A1SADVIC,a1sadvic,Advice seeking
A1SF4A,a1sf4a,Outgoing describes you how well
A1SF4B,a1sf4b,Helpful describes you how well
A1SF4C,a1sf4c,Moody describes you how well
A1SF4D,a1sf4d,Organized describes you how well
A1SF4E,a1sf4e,Self-confident describes you how well
A1SF4F,a1sf4f,Friendly describes you how well
A1SF4G,a1sf4g,Warm describes you how well
A1SF4H,a1sf4h,Worrying describes you how well
A1SF4I,a1sf4i,Responsible describes you how well
A1SF4J,a1sf4j,Forceful describes you how well
A1SF4K,a1sf4k,Lively describes you how well
A1SF4L,a1sf4l,Caring describes you how well
A1SF4M,a1sf4m,Nervous describes you how well
A1SF4N,a1sf4n,Creative describes you how well
A1SF4O,a1sf4o,Assertive describes you how well
A1SF4P,a1sf4p,Hardworking describes you how well
A1SF4Q,a1sf4q,Imaginative describes you how well
A1SF4R,a1sf4r,Softhearted describes you how well
A1SF4S,a1sf4s,Calm describes you how well
A1SF4T,a1sf4t,Outspoken describes you how well
A1SF4U,a1sf4u,Intelligent describes you how well
A1SF4V,a1sf4v,Curious describes you how well
A1SF4W,a1sf4w,Active describes you how well
A1SF4X,a1sf4x,Careless describes you how well
A1SF4Y,a1sf4y,Broad minded describes you how well
A1SF4Z,a1sf4z,Sympathetic describes you how well
A1SF4AA,a1sf4aa,Talkative describes you how well
A1SF4BB,a1sf4bb,Sophisticated describes you how well
A1SF4CC,a1sf4cc,Adventurous describes you how well
A1SF4DD,a1sf4dd,Dominant describes you how well
A1SAGENC,a1sagenc,Agency Personality Trait
A1SAGREE,a1sagree,Agreeableness Personality Trait
A1SEXTRA,a1sextra,Extraversion Personality Trait
A1SNEURO,a1sneuro,Neuroticism Personality Trait
A1SCONS,a1scons,Conscientiousness Personality Trait
A1SOPEN,a1sopen,Openness Personality Trait
A1SF5A,a1sf5a,How calm now
A1SF5B,a1sf5b,How calm 10 years ago
A1SF5C,a1sf5c,How calm 10 years ahead
A1SF5D,a1sf5d,How willing to learn now
A1SF5E,a1sf5e,How willing to learn 10 years ago
A1SF5F,a1sf5f,How willing to learn 10 years ahead
A1SF5G,a1sf5g,How energetic now
A1SF5H,a1sf5h,How energetic 10 years ago
A1SF5I,a1sf5i,How energetic 10 years ahead
A1SF5J,a1sf5j,How caring now
A1SF5K,a1sf5k,How caring 10 years ago
A1SF5L,a1sf5l,How caring 10 years ahead
A1SF5M,a1sf5m,How wise now
A1SF5N,a1sf5n,How wise 10 years ago
A1SF5O,a1sf5o,How wise 10 years ahead
A1SF5P,a1sf5p,How knowledgeable now
A1SF5Q,a1sf5q,How knowledgeable 10 years ago
A1SF5R,a1sf5r,How knowledgeable 10 years ahead
A1SF6A,a1sf6a,Choose goals - Focus or keep options open
A1SF6B,a1sf6b,Reach goals - Practice skill or opportunities
A1SF6C,a1sf6c,Have no skill for goal - Seek or reconsider
A1SF7A,a1sf7a,Focus on a few goals 10 years ago
A1SF7B,a1sf7b,Work hard to reach goals 10 years ago
A1SF7C,a1sf7c,Do what can to reach goals 10 years ago
A1SF8A,a1sf8a,Focus on a few goals 10 years ahead
A1SF8B,a1sf8b,Work hard to reach goals 10 years ahead
A1SF8C,a1sf8c,Do what can to reach goals 10 years ahead
A1SG1A,a1sg1a,Calm in late 20s
A1SG1B,a1sg1b,Calm in late 40s
A1SG1C,a1sg1c,Calm in late 60s
A1SG1D,a1sg1d,Willing to learn in late 20s
A1SG1E,a1sg1e,Willing to learn in late 40s
A1SG1F,a1sg1f,Willing to learn in late 60s
A1SG1G,a1sg1g,Energetic in late 20s
A1SG1H,a1sg1h,Energetic in late 40s
A1SG1I,a1sg1i,Energetic in late 60s
A1SG1J,a1sg1j,Caring in late 20s
A1SG1K,a1sg1k,Caring in late 40s
A1SG1L,a1sg1l,Caring in late 60s
A1SG1M,a1sg1m,Wise in late 20s
A1SG1N,a1sg1n,Wise in late 40s
A1SG1O,a1sg1o,Wise in late 60s
A1SG1P,a1sg1p,Knowledgeable in late 20s
A1SG1Q,a1sg1q,Knowledgeable in late 40s
A1SG1R,a1sg1r,Knowledgeable in late 60s
A1SG2A,a1sg2a,Rate physical health in late 20s
A1SG2B,a1sg2b,Rate physical health in late 40s
A1SG2C,a1sg2c,Rate physical health in late 60s
A1SG2D,a1sg2d,Rate contribution to others in late 20s
A1SG2E,a1sg2e,Rate contribution to others in late 40s
A1SG2F,a1sg2f,Rate contribution to others in late 60s
A1SG2G,a1sg2g,Rate marriage/relation in late 20s
A1SG2H,a1sg2h,Rate marriage/relation in late 40s
A1SG2I,a1sg2i,Rate marriage/relation in late 60s
A1SG2J,a1sg2j,Rate relation with children in late 20s
A1SG2K,a1sg2k,Rate relation with children in late 40s
A1SG2L,a1sg2l,Rate relation with children in late 60s
A1SG2M,a1sg2m,Rate work situation in late 20s
A1SG2N,a1sg2n,Rate work situation in late 40s
A1SG2O,a1sg2o,Rate work situation in late 60s
A1SG2P,a1sg2p,Rate finance situation in late 20s
